Number,무게,두께,멀티리더기,배터리 크기,운영체제,색상
2685,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2686,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2687,3.87Kg,두께:42mm,멀티 리더기,90Wh,윈도우10 프로,색상: 블랙
2688,1.85Kg,두께:25mm,멀티 리더기,31Wh,윈도우10,색상: 블랙
2689,1.99Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2690,1.99Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2691,1.99Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2692,1.99Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2693,2.2Kg,두께:25.9mm,멀티 리더기,,운영체제 미포함,색상: 블랙
2694,1.89Kg,두께:19.8mm,멀티 리더기,46Wh,운영체제 미포함,색상: 블랙
2695,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2696,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2697,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2698,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2699,1.98Kg,두께:19.7mm,멀티 리더기,,윈도우10,"색상: 화이트, 그레이"
2700,1.2Kg,두께:17.9mm,,42Wh,운영체제 미포함,색상: 실버
2701,2.1Kg,두께:19.95mm,멀티 리더기,45Wh,윈도우10 프로,색상: 블랙
2702,2.2Kg,두께:26mm,,48Wh,윈도우10,색상: 블랙
2703,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,윈도우10,색상: 실버
2704,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,윈도우10,색상: 실버
2705,2.4Kg,두께:26.1mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
2706,2.4Kg,두께:26.1mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
2707,2.0Kg,두께:18.9mm,멀티 리더기,94.24Wh,윈도우10,색상: 블랙
2708,1.49Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
2709,1.49Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
2710,1.49Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
2711,1.49Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
2712,1.49Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
2713,1.49Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
2714,1.49Kg,두께:19.6mm,멀티 리더기,,윈도우10,색상: 화이트
2715,2.59Kg,두께:19.9mm,,54Wh,윈도우10,색상: 실버
2716,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2717,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2718,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2719,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2720,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2721,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2722,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2723,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2724,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2725,,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
2726,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,리눅스,색상: 화이트
2727,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,리눅스,색상: 화이트
2728,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,리눅스,색상: 화이트
2729,1.65Kg,두께:19.98mm,,43Wh,운영체제 미포함,색상: 실버
2730,1.65Kg,두께:19.98mm,,43Wh,운영체제 미포함,색상: 실버
2731,1.65Kg,두께:19.98mm,,43Wh,운영체제 미포함,색상: 실버
2732,1.65Kg,두께:19.98mm,,43Wh,운영체제 미포함,색상: 실버
2733,1.65Kg,두께:19.98mm,,43Wh,운영체제 미포함,색상: 실버
2734,1.65Kg,두께:19.98mm,,43Wh,운영체제 미포함,색상: 실버
2735,1.65Kg,두께:19.98mm,,43Wh,운영체제 미포함,색상: 실버
2736,1.65Kg,두께:19.98mm,,43Wh,운영체제 미포함,색상: 실버
2737,1.3Kg,두께:17.9mm,,,윈도우10,색상: 실버
2738,1.3Kg,두께:17.9mm,,,윈도우10,색상: 실버
2739,1.3Kg,두께:17.9mm,,,윈도우10,색상: 실버
2740,1.3Kg,두께:17.9mm,,,윈도우10,색상: 실버
2741,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2742,1.76Kg,두께:19.9mm,멀티 리더기,,운영체제 미포함,색상: 그레이
2743,1.76Kg,두께:19.9mm,멀티 리더기,,운영체제 미포함,색상: 그레이
2744,2.02Kg,두께:22.7mm,멀티 리더기,42Wh,운영체제 미포함,색상: 블랙
2745,2.2Kg,두께:25.9mm,멀티 리더기,,운영체제 미포함,색상: 블랙
2746,1.01Kg,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2747,1.01Kg,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2748,1.01Kg,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2749,1.01Kg,두께:16.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
2750,1.2Kg,두께:17.9mm,,42Wh,운영체제 미포함,색상: 로즈 골드
2751,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2752,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2753,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2754,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2755,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2756,1.6Kg,,멀티 리더기,,,색상: 실버
2757,1.65Kg,두께:19mm,,,윈도우10,색상: 실버
2758,2.5Kg,두께:28.2mm,멀티 리더기,43Wh,윈도우10,색상: 화이트
2759,2.5Kg,두께:28.2mm,멀티 리더기,43Wh,윈도우10,색상: 화이트
2760,2.5Kg,두께:28.2mm,멀티 리더기,43Wh,윈도우10,색상: 화이트
2761,1.2Kg,두께:14.8mm,멀티 리더기,39Wh,운영체제 미포함,색상: 그레이
2762,2.04Kg,두께:1.8mm,멀티 리더기,,,색상: 실버
2763,2.04Kg,두께:1.8mm,멀티 리더기,,,색상: 실버
2764,1.43Kg,두께:19.9mm,,,윈도우10,색상: 화이트
2765,2.3Kg,두께:25mm,,48Wh,운영체제 미포함,색상: 블랙
2766,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2767,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2768,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2769,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2770,1.9Kg,두께:19.6mm,,43Wh,리눅스,색상: 실버
2771,2.63Kg,두께:23mm,,90Wh,윈도우10 프로,색상: 레드
2772,2.0Kg,두께:18.9mm,멀티 리더기,94.24Wh,운영체제 미포함,색상: 블랙
2773,2.49Kg,두께:19.9mm,,54Wh,윈도우10,색상: 실버
2774,3.1Kg,두께:27.6mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
2775,1.83Kg,두께:15.5mm,,,,색상: 그레이
2776,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 블루
2777,2.20Kg,두께:26.1mm,,48Wh,운영체제 미포함,색상: 블랙
2778,1.9Kg,두께:19.9mm,,43Wh,리눅스,색상: 그레이
2779,1.85Kg,두께:22.5mm,멀티 리더기,41Wh,윈도우10,색상: 블랙
2780,1.68Kg,두께:21.9mm,,33Wh,운영체제 미포함,색상: 그레이
2781,,두께:20.8mm,멀티 리더기,,윈도우10,
2782,1.86Kg,두께:18.3mm,멀티 리더기,50Wh,윈도우10,색상: 실버
2783,2.16Kg,두께:21mm,멀티 리더기,60Wh,윈도우10 프로,색상: 실버
2784,1.56Kg,두께:18.8mm,,45Wh,운영체제 미포함,색상: 블랙
2785,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2786,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2787,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2788,1.95Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
2789,1.66Kg,두께:19.8mm,,43Wh,운영체제 선택(윈도우10 홈/프로),색상: 블랙
2790,2.0Kg,두께:27.2mm,,33Wh,운영체제 미포함,색상: 블랙
2791,2.2Kg,두께:25.9mm,멀티 리더기,,윈도우10,색상: 블랙
2792,2.2Kg,두께:25.9mm,멀티 리더기,,윈도우10,색상: 블랙
2793,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2794,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2795,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2796,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2797,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2798,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2799,1.9Kg,두께:19.6mm,멀티 리더기,43Wh,윈도우10,색상: 실버
2800,2.9Kg,두께:26.4mm,멀티 리더기,66Wh,운영체제 미포함,
2801,1.90Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2802,1.90Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2803,1.90Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2804,1.90Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2805,1.90Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2806,2.19Kg,,멀티 리더기,,,색상: 블랙
2807,2.2Kg,두께:25.9mm,멀티 리더기,,윈도우10,색상: 블랙
2808,1.59Kg,두께:19.9mm,멀티 리더기,56Wh,윈도우10,색상: 블랙
2809,1.75Kg,두께:21.9mm,,33Wh,운영체제 미포함,색상: 그레이
2810,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2811,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2812,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2813,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2814,2.2Kg,두께:26mm,멀티 리더기,48Wh,윈도우10,색상: 블랙
2815,2.2Kg,두께:26mm,멀티 리더기,48Wh,윈도우10,색상: 블랙
2816,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2817,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2818,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2819,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2820,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2821,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2822,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2823,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2824,1.99Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2825,1.99Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2826,1.99Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2827,1.99Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2828,1.99Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2829,3.2Kg,두께:34mm,멀티 리더기,76Wh,윈도우10,
2830,3.2Kg,두께:34mm,멀티 리더기,76Wh,윈도우10,
2831,3.2Kg,두께:34mm,멀티 리더기,76Wh,윈도우10,
2832,2.29Kg,두께:25.4mm,,52.5Wh,운영체제 미포함,
2833,1.98Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 화이트
2834,1.98Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 화이트
2835,1.98Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 화이트
2836,1.98Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 화이트
2837,1.98Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 화이트
2838,1.98Kg,두께:24.8mm,,43Wh,운영체제 미포함,색상: 화이트
2839,2.9Kg,두께:26.4mm,멀티 리더기,66Wh,운영체제 미포함,
2840,2.7Kg,두께:26.6mm,,64Wh,운영체제 미포함,색상: 블랙
2841,2.57Kg,두께:24mm,,66Wh,운영체제 미포함,
2842,2.0Kg,두께:18.9mm,멀티 리더기,94.24Wh,윈도우10 프로,색상: 블랙
2843,2.1Kg,두께:22.7mm,멀티 리더기,,운영체제 미포함,색상: 블랙
2844,2.1Kg,두께:22.7mm,멀티 리더기,,운영체제 미포함,색상: 블랙
2845,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2846,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
2847,1.09Kg,두께:16.9mm,멀티 리더기,50Wh,윈도우10,색상: 실버
2848,1.09Kg,두께:16.9mm,멀티 리더기,50Wh,윈도우10,색상: 실버
2849,1.8Kg,두께:22.3mm,멀티 리더기,30Wh,운영체제 미포함,색상: 블랙
2850,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2851,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2852,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2853,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2854,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2855,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 블랙
2856,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 블랙
2857,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 블랙
2858,1.98Kg,두께:24.8mm,,43Wh,리눅스,색상: 블랙
2859,1.3Kg,두께:14.9mm,멀티 리더기,53.2Wh,윈도우10,
2860,1.45Kg,두께:18mm,멀티 리더기,33Wh,리눅스,색상: 화이트
2861,1.45Kg,두께:18mm,멀티 리더기,33Wh,리눅스,색상: 화이트
2862,1.45Kg,두께:18mm,멀티 리더기,33Wh,리눅스,색상: 화이트
2863,1.45Kg,두께:18mm,멀티 리더기,33Wh,리눅스,색상: 화이트
2864,2.2Kg,두께:25.9mm,멀티 리더기,,운영체제 미포함,색상: 블랙
2865,2.13Kg,두께:26mm,멀티 리더기,40Wh,운영체제 미포함,색상: 블랙
2866,2.47Kg,두께:26mm,멀티 리더기,70Wh,윈도우10,색상: 블랙
2867,2.5Kg,두께:28.2mm,멀티 리더기,43Wh,윈도우10,색상: 화이트
2868,2.5Kg,두께:28.2mm,멀티 리더기,43Wh,윈도우10,색상: 화이트
2869,2.5Kg,두께:28.2mm,멀티 리더기,43Wh,윈도우10,색상: 화이트
2870,1.85Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 그레이"
2871,1.45Kg,두께:17.95mm,,,운영체제 미포함,"색상: 핑크, 실버, 블루, 레드"
2872,1.85Kg,두께:17.9mm,멀티 리더기,41Wh,운영체제 미포함,색상: 화이트
2873,1.85Kg,두께:17.9mm,멀티 리더기,41Wh,운영체제 미포함,색상: 화이트
2874,1.21Kg,두께:13.9mm,,,윈도우10,
2875,1.78Kg,두께:22mm,멀티 리더기,41Wh,윈도우10,색상: 블랙
2876,1.3Kg,두께:17mm,멀티 리더기,56Wh,윈도우10,색상: 화이트
2877,1.78Kg,두께:18.3mm,멀티 리더기,50Wh,윈도우10 프로,색상: 실버
2878,2.4Kg,두께:17.9mm,,54Wh,윈도우10,색상: 실버
2879,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2880,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2881,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2882,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2883,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2884,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2885,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2886,1.95Kg,두께:19.9mm,,43Wh,리눅스,색상: 화이트
2887,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2888,1.3Kg,두께:12.9mm,멀티 리더기,,윈도우10,색상: 그레이
2889,1.3Kg,두께:12.9mm,멀티 리더기,,윈도우10,색상: 그레이
2890,1.3Kg,두께:12.9mm,멀티 리더기,,윈도우10,색상: 그레이
2891,1.3Kg,두께:12.9mm,멀티 리더기,,윈도우10,색상: 그레이
2892,1.89Kg,두께:20.9mm,멀티 리더기,,윈도우10,색상: 화이트
2893,,두께:13.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
2894,2.29Kg,두께:25.4mm,,52.5Wh,운영체제 미포함,
2895,1.4Kg,두께:17.9mm,멀티 리더기,52.5Wh,윈도우10,"색상: 블랙, 그레이, 블루, 핑크"
2896,2.02Kg,두께:22.7mm,멀티 리더기,42Wh,운영체제 미포함,색상: 블랙
2897,2.04Kg,두께:1.8mm,멀티 리더기,,,/ 색상: 실버
2898,2.04Kg,두께:1.8mm,멀티 리더기,,,/ 색상: 실버
2899,1.97Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2900,1.97Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2901,1.97Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2902,1.97Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2903,1.85Kg,두께:22.5mm,,41Wh,윈도우10,색상: 화이트
2904,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,운영체제 선택(윈도우10 홈/프로),색상: 실버
2905,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,운영체제 선택(윈도우10 홈/프로),색상: 실버
2906,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,운영체제 선택(윈도우10 홈/프로),색상: 실버
2907,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,운영체제 선택(윈도우10 홈/프로),색상: 실버
2908,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2909,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2910,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2911,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2912,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2913,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2914,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2915,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2916,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2917,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
2918,1.9Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2919,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
2920,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
2921,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
2922,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,리눅스,색상: 실버
2923,1.9Kg,두께:18.8mm,멀티 리더기,42Wh,윈도우10 프로,
2924,1.56Kg,두께:18.8mm,,45Wh,윈도우10 프로,색상: 블랙
2925,1.86Kg,두께:20.85mm,멀티 리더기,43Wh,운영체제 선택(윈도우10 홈/프로),색상: 블랙
2926,1.86Kg,두께:20.85mm,멀티 리더기,43Wh,운영체제 선택(윈도우10 홈/프로),색상: 블랙
2927,1.86Kg,두께:20.85mm,멀티 리더기,43Wh,운영체제 선택(윈도우10 홈/프로),색상: 블랙
2928,1.86Kg,두께:20.85mm,멀티 리더기,43Wh,운영체제 선택(윈도우10 홈/프로),색상: 블랙
2929,1.86Kg,두께:20.85mm,멀티 리더기,43Wh,운영체제 선택(윈도우10 홈/프로),색상: 블랙
2930,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2931,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2932,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2933,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2934,1.13Kg,두께:15.95mm,멀티 리더기,57Wh,윈도우10,색상: 블랙
2935,1.46Kg,두께:18.8mm,멀티 리더기,45Wh,운영체제 미포함,색상: 블랙
2936,2.2Kg,두께:25mm,,48Wh,윈도우10,색상: 블랙
2937,2.16Kg,두께:21mm,,60Wh,윈도우10 프로,색상: 레드
2938,1.4Kg,두께:19mm,멀티 리더기,48Wh,윈도우10,색상: 그레이
2939,1.4Kg,두께:19mm,멀티 리더기,48Wh,윈도우10,색상: 그레이
2940,1.4Kg,두께:19mm,멀티 리더기,48Wh,윈도우10,색상: 그레이
2941,1.4Kg,두께:19mm,멀티 리더기,48Wh,윈도우10,색상: 그레이
2942,,두께:14.9mm,,30Wh,리눅스,색상: 실버
2943,,두께:14.9mm,,30Wh,리눅스,색상: 실버
2944,,두께:14.9mm,,30Wh,리눅스,색상: 실버
2945,,두께:14.9mm,,30Wh,리눅스,색상: 실버
2946,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2947,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2948,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
2949,1.3Kg,두께:16.9mm,,50Wh,운영체제 미포함,색상: 블루
2950,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
2951,1.85Kg,두께:17.9mm,멀티 리더기,41Wh,윈도우10,색상: 화이트
2952,1.33Kg,두께:14.7mm,멀티 리더기,61Wh,윈도우10,색상: 블루
2953,1.56Kg,두께:18.8mm,,45Wh,윈도우10 프로,색상: 블랙
2954,1.35Kg,두께:13.5mm,멀티 리더기,38Wh,윈도우10,
2955,1.35Kg,두께:13.5mm,멀티 리더기,38Wh,윈도우10,
2956,1.35Kg,두께:13.5mm,멀티 리더기,38Wh,윈도우10,
2957,2.4Kg,두께:26.1mm,멀티 리더기,66Wh,윈도우10,색상: 블랙
2958,1.2Kg,두께:17.9mm,,42Wh,운영체제 미포함,색상: 골드
2959,1.45Kg,두께:17.95mm,,,운영체제 미포함,"색상: 핑크, 실버, 블루, 레드"
2960,1.45Kg,두께:17.95mm,,,운영체제 미포함,"색상: 핑크, 실버, 블루, 레드"
2961,1.59Kg,두께:19.9mm,멀티 리더기,97Wh,윈도우10,색상: 블랙
2962,1.85Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 그레이"
2963,1.85Kg,두께:22.9mm,멀티 리더기,,운영체제 미포함,"색상: 블랙, 그레이"
2964,1.25Kg,두께:14.8mm,,,운영체제 미포함,색상: 골드
2965,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2966,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2967,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2968,1.95Kg,두께:19.6mm,,43Wh,윈도우10,색상: 실버
2969,1.21Kg,두께:13.9mm,,,윈도우10,
2970,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2971,2.0Kg,두께:17mm,멀티 리더기,97Wh,윈도우10 프로,색상: 실버
2972,1.55Kg,두께:17.9mm,멀티 리더기,52.5Wh,운영체제 미포함,"색상: 블랙, 그레이"
2973,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,운영체제 미포함,색상: 실버
2974,2.14Kg,두께:25.4mm,멀티 리더기,70Wh,윈도우10 프로,색상: 실버
2975,1.83Kg,두께:15.5mm,,,,색상: 그레이
2976,2.02Kg,두께:22.7mm,멀티 리더기,42Wh,윈도우10 프로,색상: 블랙
2977,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
2978,,두께:14.9 mm,멀티 리더기,30Wh,운영체제 미포함,색상: 실버
2979,,두께:14.9 mm,멀티 리더기,30Wh,운영체제 미포함,색상: 실버
2980,,두께:14.9 mm,멀티 리더기,30Wh,운영체제 미포함,색상: 실버
2981,,두께:14.9 mm,멀티 리더기,30Wh,운영체제 미포함,색상: 실버
2982,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
