Number,무게,두께,멀티리더기,배터리 크기,운영체제,색상
1400,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 핑크
1401,,두께:13.4 mm,멀티 리더기,30Wh,운영체제 미포함,색상: 실버
1402,,두께:13.4 mm,멀티 리더기,30Wh,운영체제 미포함,색상: 실버
1403,,두께:13.4 mm,멀티 리더기,30Wh,운영체제 미포함,색상: 실버
1404,2.7Kg,두께:33mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1405,,두께:9.9mm,멀티 리더기,36Wh,윈도우10,
1406,1.8Kg,두께:17.7mm,멀티 리더기,65Wh,윈도우10,
1407,1.58Kg,두께:19.95mm,멀티 리더기,,윈도우10,색상: 블랙
1408,2.8Kg,두께:21.9mm,,75Wh,윈도우10,
1409,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,운영체제 미포함,색상: 화이트
1410,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,운영체제 미포함,색상: 화이트
1411,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,운영체제 미포함,색상: 화이트
1412,2.89Kg,두께:30.15mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1413,2.89Kg,두께:30.15mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1414,2.89Kg,두께:30.15mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1415,1.58Kg,두께:19.95mm,멀티 리더기,,윈도우10,색상: 블랙
1416,2.3Kg,두께:24.2mm,,52.5Wh,운영체제 미포함,색상: 블랙
1417,2.04Kg,두께:23mm,멀티 리더기,62.3Wh,운영체제 미포함,색상: 블랙
1418,1.7Kg,두께:17.9mm,멀티 리더기,42Wh,운영체제 미포함,색상: 골드
1419,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1420,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1421,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1422,2.3Kg,두께:24.2mm,,52.5Wh,운영체제 미포함,색상: 블랙
1423,2.1Kg,두께:17.8mm,,80Wh,윈도우10,색상: 블랙
1424,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 핑크
1425,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 핑크
1426,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 핑크
1427,1.67Kg,두께:17.6mm,멀티 리더기,,윈도우10,색상: 블랙
1428,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1429,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1430,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 실버
1431,2.0Kg,두께:22.9mm,멀티 리더기,43Wh,윈도우10,색상: 화이트
1432,1.97Kg,두께:20.2mm,멀티 리더기,,윈도우10,색상: 블랙
1433,1.97Kg,두께:20.2mm,멀티 리더기,,윈도우10 프로,색상: 블랙
1434,1.7Kg,두께:19.4mm,멀티 리더기,42Wh,윈도우10,색상: 화이트
1435,2.6Kg,두께:21.8mm,멀티 리더기,,운영체제 미포함,색상: 실버
1436,2.6Kg,두께:21.8mm,멀티 리더기,,운영체제 미포함,색상: 실버
1437,2.6Kg,두께:21.8mm,멀티 리더기,,운영체제 미포함,색상: 실버
1438,2.6Kg,두께:21.8mm,멀티 리더기,,운영체제 미포함,색상: 실버
1439,,두께:9.9mm,멀티 리더기,36Wh,윈도우10,
1440,2.2Kg,두께:19.9mm,,57Wh,윈도우10,색상: 블랙
1441,2.27Kg,두께:19.9mm,멀티 리더기,45Wh,윈도우10,
1442,2.3Kg,두께:30mm,멀티 리더기,48Wh,윈도우10,색상: 화이트
1443,2.77Kg,두께:30mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1444,2.77Kg,두께:30mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1445,1.9Kg,두께:22.9mm,멀티 리더기,43Wh,윈도우10,색상: 화이트
1446,2.0Kg,두께:23mm,멀티 리더기,46.74Wh,운영체제 미포함,색상: 블랙
1447,2.2Kg,두께:29mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1448,2.08Kg,두께:29mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1449,2.8Kg,두께:21.9mm,,75Wh,윈도우10,
1450,1.7Kg,두께:17.9mm,멀티 리더기,42Wh,윈도우10,색상: 골드
1451,1.53Kg,두께:16.4mm,멀티 리더기,,윈도우10,"색상: 블랙, 그레이"
1452,2.3Kg,두께:30.8mm,멀티 리더기,47Wh,윈도우10,색상: 블랙
1453,2.3Kg,두께:30.8mm,멀티 리더기,47Wh,윈도우10,색상: 블랙
1454,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,
1455,2.6Kg,두께:21.8mm,멀티 리더기,,운영체제 미포함,색상: 블랙
1456,2.6Kg,두께:21.8mm,멀티 리더기,,운영체제 미포함,색상: 블랙
1457,2.6Kg,두께:21.8mm,멀티 리더기,,운영체제 미포함,색상: 블랙
1458,1.29Kg,두께:14.5mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1459,2.3Kg,두께:30.8mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1460,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,
1461,2.35Kg,두께:29.5mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1462,"795g (태블릿), 1.4Kg (도킹 포함)",두께:25.4mm,멀티 리더기,,윈도우8.1 프로,
1463,2.34Kg,두께:32mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1464,2.2Kg,두께:32mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1465,1.8Kg,두께:18mm,멀티 리더기,42Wh,윈도우10,색상: 그레이
1466,1.1Kg,두께:13.6mm,,,윈도우10,색상: 실버
1467,2.3Kg,두께:30.8mm,멀티 리더기,47Wh,윈도우10,색상: 블랙
1468,2.3Kg,두께:30.8mm,멀티 리더기,47Wh,윈도우10,색상: 블랙
1469,2.3Kg,두께:30.8mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1470,2.4Kg,두께:25.8mm,,48Wh,운영체제 미포함,색상: 블랙
1471,2.2Kg,두께:29mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1472,4.56Kg,두께:58mm,멀티 리더기,75Wh,윈도우10,색상: 블랙
1473,1.8Kg,두께:18mm,멀티 리더기,42Wh,윈도우10,색상: 골드
1474,1.39Kg,두께:18.8mm,멀티 리더기,36Wh,운영체제 미포함,색상: 실버
1475,1.8Kg,두께:17.7mm,멀티 리더기,65Wh,운영체제 미포함,
1476,1.8Kg,두께:18mm,멀티 리더기,42Wh,윈도우10,색상: 블랙
1477,2.9Kg,두께:30mm,멀티 리더기,66Wh,운영체제 미포함,색상: 블랙
1478,1.8Kg,두께:18mm,멀티 리더기,42Wh,윈도우10,색상: 블랙
1479,,두께:11.8mm,멀티 리더기,35Wh,윈도우8.1,색상: 블랙
1480,1.97Kg,두께:20.2mm,멀티 리더기,,윈도우10,색상: 블랙
1481,2.3Kg,두께:30.8mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1482,2.4Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,
1483,1.32Kg,두께:18.45mm,멀티 리더기,,윈도우10 프로,색상: 블랙
1484,2.43Kg,두께:19.6mm,멀티 리더기,65Wh,운영체제 미포함,색상: 블랙
1485,1.7Kg,두께:16.8mm,멀티 리더기,,윈도우10,색상: 그레이
1486,1.7Kg,두께:17mm,멀티 리더기,42Wh,운영체제 미포함,색상: 그레이
1487,2.34Kg,두께:31.7mm,멀티 리더기,47Wh,윈도우10,색상: 블랙
1488,2.7Kg,두께:32mm,멀티 리더기,41Wh,운영체제 미포함,
1489,2.39Kg,두께:32mm,멀티 리더기,62Wh,운영체제 미포함,색상: 블랙
1490,2.77Kg,두께:30mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1491,1.16Kg,두께:17.8mm,멀티 리더기,,윈도우10,
1492,1.34Kg,두께:18mm,멀티 리더기,,윈도우10,색상: 화이트
1493,1.39Kg,두께:18.8mm,멀티 리더기,36Wh,윈도우10,색상: 실버
1494,2.2Kg,두께:29mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
1495,2.7Kg,두께:32mm,멀티 리더기,41Wh,운영체제 미포함,색상: 블랙
1496,1.7Kg,두께:17.9mm,멀티 리더기,42Wh,운영체제 미포함,색상: 그레이
1497,2.4Kg,두께:29mm,멀티 리더기,41Wh,윈도우10,
1498,2.34Kg,두께:31.7mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1499,2.23Kg,두께:32mm,멀티 리더기,48.8Wh,운영체제 미포함,색상: 블랙
1500,1.35Kg,두께:13.5mm,멀티 리더기,38Wh,윈도우10,색상: 그레이
1501,1.35Kg,두께:13.5mm,멀티 리더기,38Wh,윈도우10,색상: 그레이
1502,1.7Kg,두께:17mm,멀티 리더기,42Wh,운영체제 미포함,색상: 골드
1503,2.3Kg,두께:27.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1504,2.79Kg,두께:36mm,멀티 리더기,62Wh,윈도우10,색상: 블랙
1505,2.3Kg,두께:27.5mm,멀티 리더기,51Wh,운영체제 미포함,색상: 블랙
1506,2.23Kg,두께:32mm,멀티 리더기,48.8Wh,운영체제 미포함,색상: 블랙
1507,2.08Kg,두께:19.8mm,멀티 리더기,55Wh,운영체제 미포함,색상: 블랙
1508,2.34Kg,두께:31.7mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1509,2.79Kg,두께:36mm,멀티 리더기,62Wh,운영체제 미포함,색상: 블랙
1510,3.85Kg,두께:55mm,멀티 리더기,,운영체제 미포함,색상: 블랙
1511,2.34Kg,두께:31.7mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1512,2.34Kg,두께:31.7mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1513,2.2Kg,두께:29mm,멀티 리더기,51Wh,윈도우10,색상: 블랙
1514,2.14Kg,두께:19.8mm,멀티 리더기,55Wh,윈도우10,색상: 블랙
1515,2.34Kg,두께:32mm,멀티 리더기,47Wh,운영체제 미포함,색상: 블랙
1516,2.34Kg,두께:31.7mm,멀티 리더기,47Wh,윈도우10,색상: 블랙
1517,2.08Kg,두께:19.8mm,멀티 리더기,55Wh,윈도우10,색상: 블랙
1518,2.43Kg,두께:19.6mm,멀티 리더기,65Wh,윈도우10,색상: 블랙
1519,2.34Kg,두께:31.7mm,멀티 리더기,47Wh,윈도우10,색상: 블랙
1520,2.34Kg,두께:32mm,멀티 리더기,47Wh,윈도우10,색상: 블랙
1521,2.14Kg,두께:19.8mm,멀티 리더기,55Wh,운영체제 미포함,색상: 블랙
1522,1.8Kg,두께:18mm,멀티 리더기,42Wh,운영체제 미포함,색상: 골드
1523,2.19Kg,두께:31.9mm,,,,
1524,1.25Kg,두께:15.6mm,,,,/ 색상: 그레이
1525,1.13Kg,두께:13mm,멀티 리더기,,,색상: 블랙
1526,1.37Kg,두께:14.9mm,,58Wh,,색상: 실버
1527,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1528,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1529,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1530,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1531,1.6Kg,,멀티 리더기,,,색상: 실버
1532,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1533,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1534,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1535,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1536,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,윈도우10,색상: 실버블랙
1537,1.33Kg,두께:14.7mm,멀티 리더기,61Wh,윈도우10,색상: 블루
1538,1.95Kg,두께:19.9mm,,43Wh,리눅스,
1539,1.95Kg,두께:19.9mm,,43Wh,리눅스,
1540,1.95Kg,두께:19.9mm,,43Wh,리눅스,
1541,1.95Kg,두께:19.9mm,,43Wh,리눅스,
1542,1.95Kg,두께:19.9mm,,43Wh,리눅스,
1543,1.95Kg,두께:19.9mm,,43Wh,리눅스,
1544,1.78Kg,두께:22.5mm,,41Wh,운영체제 미포함,색상: 블랙
1545,1.14Kg,두께:17.9mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1546,1.37Kg,두께:14.9mm,,58Wh,,색상: 실버
1547,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1548,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1549,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1550,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1551,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1552,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1553,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,운영체제 미포함,색상: 다크실버
1554,2.2Kg,두께:26mm,,48Wh,운영체제 미포함,색상: 블랙
1555,2.2Kg,두께:26mm,,48Wh,운영체제 미포함,색상: 블랙
1556,1.37Kg,두께:14.9mm,,,,색상: 그레이
1557,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1558,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1559,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1560,1.29Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1561,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1562,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1563,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1564,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1565,,두께:16.5mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1566,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 실버블랙
1567,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 실버블랙
1568,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 실버블랙
1569,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 실버블랙
1570,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 실버블랙
1571,1.9Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 실버블랙
1572,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1573,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1574,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1575,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1576,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
1577,1.4Kg,두께:19mm,멀티 리더기,48Wh,윈도우10,색상: 핑크
1578,1.4Kg,두께:19mm,멀티 리더기,48Wh,윈도우10,색상: 핑크
1579,1.4Kg,두께:19mm,멀티 리더기,48Wh,윈도우10,색상: 핑크
1580,2.3Kg,두께:29.8mm,,,,
1581,1.25Kg,두께:15.6mm,,,,/ 색상: 골드
1582,1.49Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1583,1.49Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1584,1.49Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1585,1.49Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1586,1.85Kg,두께:19.9mm,멀티 리더기,52Wh,운영체제 미포함,색상: 화이트
1587,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
1588,1.19Kg,두께:15.9mm,멀티 리더기,50Wh,윈도우10,색상: 블루
1589,1.25Kg,두께:15.6mm,,,,/ 색상: 실버
1590,2.7Kg,두께:27mm,,64Wh,운영체제 미포함,
1591,2.7Kg,두께:27mm,,64Wh,운영체제 미포함,
1592,2.7Kg,두께:27mm,,64Wh,운영체제 미포함,
1593,2.65Kg,두께:24.95mm,멀티 리더기,56Wh,윈도우10 프로,색상: 블랙
1594,2.65Kg,두께:24.95mm,멀티 리더기,56Wh,윈도우10 프로,색상: 블랙
1595,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1596,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1597,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1598,,두께:14.9mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1599,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1600,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1601,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1602,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1603,1.14Kg,두께:17.9mm,,72Wh,윈도우10,색상: 화이트
1604,1.14Kg,두께:17.9mm,,72Wh,윈도우10,색상: 화이트
1605,1.14Kg,두께:17.9mm,,72Wh,윈도우10,색상: 화이트
1606,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 실버블랙
1607,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 실버블랙
1608,1.8Kg,두께:19.9mm,멀티 리더기,60Wh,운영체제 미포함,색상: 실버블랙
1609,1.65Kg,두께:18.9mm,멀티 리더기,42Wh,운영체제 미포함,색상: 그레이
1610,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
1611,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
1612,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
1613,1.72Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 실버
1614,2.1Kg,두께:24.9mm,멀티 리더기,,,
1615,2.1Kg,두께:19.95mm,멀티 리더기,45Wh,운영체제 미포함,색상: 블랙
1616,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1617,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1618,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1619,1.9Kg,두께:22.9mm,,,,
1620,2.4Kg,두께:26.1mm,멀티 리더기,66Wh,운영체제 미포함,색상: 블랙
1621,2.4Kg,두께:26.1mm,멀티 리더기,66Wh,운영체제 미포함,색상: 블랙
1622,2.4Kg,두께:26.1mm,멀티 리더기,66Wh,운영체제 미포함,색상: 블랙
1623,2.4Kg,두께:26.1mm,멀티 리더기,66Wh,운영체제 미포함,색상: 블랙
1624,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1625,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1626,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1627,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1628,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1629,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1630,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1631,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1632,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1633,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1634,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1635,,두께:15.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1636,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1637,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1638,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1639,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1640,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 다크실버
1641,1.37Kg,두께:14.9mm,,58Wh,,색상: 실버
1642,최소 2.5Kg,두께:22.5mm,멀티 리더기,48Wh,윈도우10 프로,
1643,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1644,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1645,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1646,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1647,1.9Kg,두께:19.9mm,,43Wh,윈도우10,색상: 화이트
1648,1.37Kg,두께:14.9mm,,,,색상: 그레이
1649,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1650,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1651,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1652,1.34Kg,두께:17.4mm,멀티 리더기,72Wh,윈도우10,색상: 화이트
1653,2.68Kg,두께:23.7mm,멀티 리더기,60Wh,윈도우10 프로,색상: 화이트
1654,1.85Kg,두께:19.9mm,멀티 리더기,52Wh,윈도우10,색상: 화이트
1655,1.85Kg,두께:19.9mm,멀티 리더기,52Wh,윈도우10,색상: 화이트
1656,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1657,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1658,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1659,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1660,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1661,1.37Kg,두께:16.9mm,멀티 리더기,39Wh,윈도우10,색상: 화이트
1662,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1663,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1664,,두께:16.5mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1665,1.14Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1666,1.14Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1667,1.14Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1668,1.14Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1669,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1670,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1671,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1672,1.12Kg,두께:15.9mm,멀티 리더기,54Wh,윈도우10,색상: 블루
1673,1.76Kg,두께:19.9mm,멀티 리더기,,운영체제 미포함,색상: 그레이
1674,1.14Kg,두께:17.9mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1675,1.14Kg,두께:17.9mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1676,1.14Kg,두께:17.9mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1677,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1678,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1679,1.09Kg,두께:16.8mm,멀티 리더기,72Wh,운영체제 미포함,색상: 화이트
1680,1.85Kg,두께:17.9mm,멀티 리더기,43Wh,윈도우10,색상: 블랙
1681,1.85Kg,두께:17.9mm,멀티 리더기,43Wh,윈도우10,색상: 블랙
1682,1.85Kg,두께:17.9mm,멀티 리더기,43Wh,윈도우10,색상: 블랙
1683,1.85Kg,두께:17.9mm,멀티 리더기,43Wh,윈도우10,색상: 블랙
1684,1.25Kg,두께:15.6mm,,,,/ 색상: 실버
1685,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1686,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1687,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 화이트
1688,1.25Kg,두께:15.6mm,,,,/ 색상: 골드
1689,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1690,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1691,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1692,1.51Kg,두께:16.9mm,멀티 리더기,54Wh,윈도우10,색상: 화이트
1693,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1694,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1695,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1696,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1697,1.83Kg,두께:15.5mm,,83.6Wh,,색상: 실버
1698,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1699,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1700,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1701,1.25Kg,두께:15.4mm,멀티 리더기,75Wh,윈도우10,색상: 실버
1702,2.55Kg,두께:24.5mm,,,윈도우10,색상: 실버
1703,1.85Kg,두께:19.9mm,멀티 리더기,52Wh,운영체제 미포함,색상: 화이트
1704,1.85Kg,두께:22.5mm,멀티 리더기,41Wh,운영체제 미포함,색상: 화이트
1705,1.68Kg,두께:20mm,멀티 리더기,42Wh,운영체제 미포함,색상: 그레이
1706,1.78Kg,두께:22.5mm,,41Wh,운영체제 미포함,색상: 블랙
1707,1.45Kg,두께:15.9mm,멀티 리더기,,운영체제 미포함,"색상: 그레이, 블루"
1708,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
1709,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
1710,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
1711,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
1712,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
1713,1.89Kg,두께:20.9mm,멀티 리더기,,운영체제 미포함,색상: 화이트
1714,2.0Kg,두께:17mm,멀티 리더기,97Wh,윈도우10 프로,색상: 실버
